#       RA           DEC
      57.0268      39.0212
      60.2599      36.7988
      63.2828      34.4731
      66.1148      32.0570
      68.7744      29.5617
      71.2797      26.9972
      73.6475      24.3723
      75.8935      21.6943
      78.0324      18.9701
      80.0773      16.2055
      82.0409      13.4055
      83.9343      10.5749
      85.7684      7.71752
      87.5530      4.83720
      89.2977      1.93721
      91.0114    -0.979370
      92.7030     -3.90968
      94.3811     -6.85108
      96.0545     -9.80093
      97.7320     -12.7567
      99.4228     -15.7160
      101.137     -18.6761
      102.706     -22.7631
      104.501     -25.7207
      106.357     -28.6710
      108.288     -31.6103
      110.311     -34.5349
      112.447     -37.4402
      114.720     -40.3208
      117.158     -43.1705
      119.795     -45.9814
      122.672     -48.7440
      125.839     -51.4462
      129.357     -54.0729
      133.298     -56.6050
      137.746     -59.0178
      142.796     -61.2801
      148.550     -63.3524
      155.098     -65.1859
      162.494     -66.7234
      170.717     -67.9022
      179.627     -68.6623
      188.952     -68.9579
      198.321     -68.7694
      207.352     -68.1096
      215.744     -67.0191
      223.330     -65.5559
      230.064     -63.7831
      235.987     -61.7594
      241.186     -59.5357
      245.759     -57.1533
      249.805     -54.6455
      253.410     -52.0379
      256.650     -49.3511
      259.587     -46.6008
      262.274     -43.7998
      264.753     -40.9581
      268.612     -36.0238
      270.690     -33.1084
      272.666     -30.1761
      274.558     -27.2310
      276.382     -24.2768
      278.153     -21.3167
      279.883     -18.3536
      281.583     -15.3903
      283.263     -12.4295
      284.934     -9.47356
      286.603     -6.52506
      288.281     -3.58652
      289.975    -0.660530
      291.694      2.25016
      293.447      5.14265
      295.243      8.01379
      297.092      10.8601
      299.003      13.6779
      300.987      16.4629
      303.056      19.2102
      305.222      21.9147
      307.499      24.5702
      309.901      27.1698
      312.443      29.7057
      315.143      32.1687
      318.017      34.5488
      321.084      36.8342
      324.363      39.0118
      327.869      41.0666
      331.619      42.9821
      335.624      44.7404
      339.890      46.3221
      344.414      47.7071
      349.182      48.8753
      354.170      49.8075
      359.339      50.4870
      4.63625      50.9004
      10.0008      51.0391
      15.3653      50.9003
      20.6626      50.4868
      25.8311      49.8073
      30.8191      48.8750
      35.5876      47.7068
      43.2646      45.1799
      47.3388      43.4668
      51.1560      41.5913
      54.7261      39.5719
      58.0637      37.4256
      61.1854      35.1675
      64.1094      32.8115
      66.8538      30.3695
      69.4364      27.8521
      71.8740      25.2686
      74.1825      22.6273
      76.3767      19.9353
      78.4704      17.1988
      80.4762      14.4233
      82.4057      11.6139
      84.2700      8.77478
      86.0791      5.90988
      87.8428      3.02278
      89.5701     0.116638
      91.2700     -2.80556
      92.9510     -5.74103
      94.6218     -8.68711
      96.2911     -11.6413
      97.9679     -14.6011
      99.6617     -17.5639
      101.382     -20.5273
      105.682     -23.4062
      107.546     -26.3409
      109.482     -29.2626
      111.508     -32.1675
      113.642     -35.0510
      115.905     -37.9077
      118.324     -40.7313
      120.927     -43.5142
      123.752     -46.2469
      126.840     -48.9183
      130.242     -51.5140
      134.016     -54.0164
      138.229     -56.4035
      142.957     -58.6478
      148.275     -60.7155
      154.252     -62.5657
      160.933     -64.1508
      168.311     -65.4187
      176.304     -66.3181
      184.737     -66.8056
      193.351     -66.8550
      201.849     -66.4635
      209.959     -65.6525
      217.484     -64.4623
      224.323     -62.9432
      230.454     -61.1478
      235.913     -59.1247
      240.766     -56.9165
      245.087     -54.5586
      248.953     -52.0797
      252.432     -49.5031
      255.585     -46.8473
      258.464     -44.1271
      261.114     -41.3546
      263.571     -38.5393
      265.485     -36.1781
      267.666     -33.3045
      269.732     -30.4074
      271.702     -27.4917
      273.593     -24.5617
      275.420     -21.6210
      277.195     -18.6728
      278.933     -15.7202
      280.641     -12.7659
      282.332     -9.81260
      284.014     -6.86283
      285.697     -3.91910
      287.389    -0.984047
      289.098      1.93975
      290.835      4.84949
      292.607      7.74222
      294.425      10.6147
      296.298      13.4635
      298.237      16.2848
      300.253      19.0740
      302.360      21.8265
      304.570      24.5366
      306.898      27.1981
      309.361      29.8036
      311.975      32.3450
      314.760      34.8125
      317.736      37.1954
      320.923      39.4810
      324.343      41.6550
      328.015      43.7011
      331.957      45.6013
      336.182      47.3356
      340.695      48.8826
      345.492      50.2202
      350.556      51.3265
      355.851      52.1808
      1.32933      52.7656
      6.92521      53.0682
      12.5641      53.0813
      18.1671      52.8049
      23.6586      52.2451
      28.9731      51.4146
      34.0590      50.3304
      38.8815      49.0129
      42.7248      47.7379
      47.0212      46.0481
      51.0325      44.1872
      54.7701      42.1756
      58.2505      40.0317
      61.4935      37.7724
      64.5198      35.4125
      67.3503      32.9648
      70.0053      30.4409
      72.5038      27.8505
      74.8638      25.2022
      77.1017      22.5035
      79.2326      19.7610
      81.2703      16.9804
      83.2275      14.1667
      85.1159      11.3243
      86.9464      8.45736
      88.7291      5.56933
      90.4736      2.66354
      92.1890    -0.257027
      93.8844     -3.18954
      95.5683     -6.13135
      97.2497     -9.07986
      98.9375     -12.0325
      100.641     -14.9868
      102.370     -17.9401
      104.090     -22.2191
      105.911     -25.1650
      107.796     -28.1010
      109.759     -31.0234
      111.820     -33.9283
      113.996     -36.8107
      116.313     -39.6650
      118.799     -42.4845
      121.486     -45.2609
      124.414     -47.9842
      127.631     -50.6419
      131.193     -53.2183
      135.167     -55.6939
      139.627     -58.0440
      144.657     -60.2378
      150.338     -62.2372
      156.739     -63.9962
      163.892     -65.4626
      171.761     -66.5804
      180.213     -67.2979
      189.012     -67.5761
      197.848     -67.3988
      206.402     -66.7764
      214.416     -65.7435
      221.734     -64.3499
      228.302     -62.6512
      234.138     -60.7011
      239.306     -58.5471
      243.885     -56.2288
      247.960     -53.7788
      251.608     -51.2230
      254.897     -48.5819
      257.885     -45.8721
      260.622     -43.1066
      263.149     -40.2959
      265.028     -38.0398
      267.262     -35.1686
      269.369     -32.2728
      271.372     -29.3573
      273.289     -26.4267
      275.135     -23.4846
      276.926     -20.5346
      278.673     -17.5797
      280.387     -14.6227
      282.080     -11.6663
      283.761     -8.71308
      285.438     -5.76547
      287.122     -2.82615
      288.820     0.102394
      290.541      3.01740
      292.295      5.91599
      294.089      8.79508
      295.935      11.6513
      297.842      14.4809
      299.822      17.2798
      301.885      20.0432
      304.045      22.7661
      306.316      25.4423
      308.712      28.0651
      311.251      30.6267
      313.950      33.1181
      316.827      35.5292
      319.903      37.8482
      323.196      40.0616
      326.728      42.1545
      330.515      44.1098
      334.572      45.9088
      338.906      47.5313
      343.517      48.9561
      348.395      50.1616
      353.512      51.1272
      358.828      51.8346
      4.28864      52.2690
      9.82511      52.4209
      15.3639      52.2870
      20.8310      51.8701
      26.1582      51.1796
      31.2895      50.2297
      36.1828      49.0387
      44.3550      46.3381
      48.4815      44.5819
      52.3358      42.6644
      55.9306      40.6048
      59.2830      38.4205
      62.4120      36.1269
      65.3377      33.7381
      68.0798      31.2660
      70.6574      28.7213
      73.0884      26.1133
      75.3896      23.4499
      77.5764      20.7383
      79.6630      17.9847
      81.6626      15.1943
      83.5869      12.3721
      85.4474      9.52226
      87.2542      6.64864
      89.0173      3.75471
      90.7459     0.843575
      92.4490     -2.08179
      94.1352     -5.01865
      95.8135     -7.96437
      97.4925     -10.9164
      99.1814     -13.8723
      100.890     -16.8294
      102.627     -19.7851
      107.039     -22.8086
      108.927     -25.7296
      110.891     -28.6352
      112.947     -31.5212
      115.114     -34.3828
      117.413     -37.2144
      119.870     -40.0093
      122.513     -42.7596
      125.377     -45.4555
      128.502     -48.0853
      131.935     -50.6344
      135.731     -53.0851
      139.948     -55.4152
      144.653     -57.5977
      149.907     -59.5999
      155.765     -61.3831
      162.256     -62.9034
      169.360     -64.1136
      176.998     -64.9685
      185.011     -65.4305
      193.176     -65.4772
      201.244     -65.1064
      208.981     -64.3362
      216.215     -63.2012
      222.845     -61.7459
      228.843     -60.0173
      234.228     -58.0602
      239.049     -55.9148
      243.369     -53.6150
      247.253     -51.1891
      250.762     -48.6602
      253.952     -46.0470
      256.870     -43.3647
      259.559     -40.6256
      262.054     -37.8399
      264.139     -35.3258
      266.347     -32.4735
      268.438     -29.5950
      270.431     -26.6955
      272.342     -23.7792
      274.188     -20.8500
      275.980     -17.9113
      277.731     -14.9662
      279.452     -12.0175
      281.152     -9.06802
      282.842     -6.12029
      284.530     -3.17684
      286.225    -0.240280
      287.936      2.68678
      289.672      5.60158
      291.442      8.50121
      293.256      11.3825
      295.124      14.2421
      297.057      17.0761
      299.066      19.8804
      301.164      22.6501
      303.365      25.3799
      305.685      28.0634
      308.140      30.6937
      310.749      33.2625
      313.532      35.7603
      316.509      38.1761
      319.705      40.4973
      323.142      42.7095
      326.842      44.7960
      330.827      46.7381
      335.112      48.5152
      339.706      50.1046
      344.608      51.4830
      349.800      52.6265
      355.248      53.5130
     0.898357      54.1230
      6.68150      54.4423
      12.5145      54.4631
      18.3096      54.1846
      23.9830      53.6140
      29.4624      52.7646
      34.6921      51.6553
      39.6351      50.3080
      43.8192      48.9126
      48.1778      47.1783
      52.2331      45.2736
      55.9996      43.2198
      59.4972      41.0361
      62.7481      38.7395
      65.7758      36.3450
      68.6029      33.8658
      71.2513      31.3130
      73.7414      28.6967
      76.0920      26.0251
      78.3202      23.3058
      80.4417      20.5451
      82.4709      17.7487
      84.4206      14.9213
      86.3028      12.0675
      88.1287      9.19102
      89.9085      6.29547
      91.6519      3.38403
      93.3681     0.459633
      95.0662     -2.47490
      96.7551     -5.41693
      98.4435     -8.36388
      100.141     -11.3132
      101.856     -14.2623
      103.598     -17.2085
      105.449     -21.6433
      107.293     -24.5768
      109.205     -27.4981
      111.199     -30.4032
      113.292     -33.2879
      115.506     -36.1470
      117.862     -38.9746
      120.389     -41.7636
      123.119     -44.5054
      126.090     -47.1894
      129.347     -49.8028
      132.942     -52.3297
      136.935     -54.7501
      141.393     -57.0396
      146.387     -59.1680
      151.984     -61.0986
      158.233     -62.7887
      165.151     -64.1902
      172.692     -65.2534
      180.732     -65.9330
      189.066     -66.1960
      197.430     -66.0284
      205.556     -65.4392
      213.221     -64.4578
      220.284     -63.1274
      226.683     -61.4973
      232.421     -59.6162
      237.544     -57.5285
      242.115     -55.2720
      246.206     -52.8784
      249.884     -50.3734
      253.211     -47.7777
      256.242     -45.1082
      259.022     -42.3783
      261.591     -39.5990
      263.662     -37.1712
      265.924     -34.3227
      268.058     -31.4466
      270.086     -28.5483
      272.025     -25.6324
      273.893     -22.7029
      275.701     -19.7633
      277.464     -16.8167
      279.192     -13.8662
      280.896     -10.9144
      282.586     -7.96398
      284.271     -5.01749
      285.959     -2.07745
      287.660     0.853516
      289.382      3.77274
      291.135      6.67735
      292.928      9.56432
      294.770      12.4303
      296.671      15.2718
      298.644      18.0845
      300.701      20.8641
      302.853      23.6054
      305.116      26.3024
      307.506      28.9486
      310.039      31.5361
      312.734      34.0562
      315.612      36.4987
      318.694      38.8517
      322.001      41.1018
      325.556      43.2335
      329.379      45.2295
      333.486      47.0704
      337.891      48.7350
      342.593      50.2009
      347.584      51.4449
      352.838      52.4450
      358.312      53.1808
      3.94694      53.6363
      9.66817      53.8009
      15.3942      53.6704
      21.0428      53.2481
      26.5389      52.5439
      31.8208      51.5735
      36.8439      50.3566
      45.4697      47.4924
      49.6489      45.6924
      53.5396      43.7323
      57.1579      41.6318
      60.5234      39.4090
      63.6578      37.0798
      66.5833      34.6579
      69.3212      32.1557
      71.8921      29.5837
      74.3149      26.9510
      76.6073      24.2657
      78.7853      21.5347
      80.8636      18.7639
      82.8556      15.9588
      84.7737      13.1239
      86.6293      10.2636
      88.4329      7.38137
      90.1944      4.48077
      91.9233      1.56482
      93.6286     -1.36354
      95.3192     -4.30162
      97.0039     -7.24677
      98.6915     -10.1965
      100.391     -13.1482
      102.113     -16.0992
      103.866     -19.0470
      108.369     -22.1799
      110.280     -25.0869
      112.268     -27.9759
      114.352     -30.8427
      116.549     -33.6821
      118.880     -36.4884
      121.369     -39.2546
      124.046     -41.9722
      126.942     -44.6315
      130.097     -47.2202
      133.552     -49.7237
      137.359     -52.1238
      141.569     -54.3988
      146.239     -56.5223
      151.422     -58.4626
      157.157     -60.1835
      163.461     -61.6440
      170.308     -62.8019
      177.620     -63.6168
      185.255     -64.0561
      193.020     -64.1005
      200.702     -63.7480
      208.100     -63.0143
      215.061     -61.9294
      221.489     -60.5325
      227.351     -58.8660
      232.653     -56.9712
      237.433     -54.8857
      241.741     -52.6419
      245.633     -50.2676
      249.162     -47.7854
      252.379     -45.2143
      255.330     -42.5696
      258.052     -39.8640
      260.581     -37.1079
      262.804     -34.4827
      265.037     -31.6520
      267.150     -28.7924
      269.164     -25.9092
      271.095     -23.0069
      272.958     -20.0895
      274.765     -17.1606
      276.529     -14.2232
      278.261     -11.2804
      279.970     -8.33492
      281.666     -5.38938
      283.359     -2.44635
      285.056     0.491554
      286.768      3.42175
      288.502      6.34149
      290.269      9.24792
      292.078      12.1380
      293.940      15.0082
      295.865      17.8550
      297.864      20.6743
      299.953      23.4612
      302.144      26.2106
      304.453      28.9164
      306.899      31.5715
      309.500      34.1679
      312.277      36.6962
      315.254      39.1455
      318.456      41.5030
      321.907      43.7541
      325.634      45.8819
      329.660      47.8672
      334.005      49.6883
      338.683      51.3217
      343.693      52.7423
      349.020      53.9245
      354.630      54.8441
     0.466265      55.4798
      6.45137      55.8157
      12.4939      55.8428
      18.4959      55.5605
      24.3640      54.9762
      30.0183      54.1048
      35.3982      52.9668
      40.4653      51.5861
      44.9417      50.0840
      49.3634      48.3041
      53.4619      46.3548
      57.2559      44.2582
      60.7687      42.0340
      64.0255      39.6997
      67.0523      37.2705
      69.8738      34.7595
      72.5137      32.1780
      74.9934      29.5357
      77.3328      26.8410
      79.5498      24.1011
      81.6606      21.3223
      83.6798      18.5101
      85.6208      15.6693
      87.4958      12.8041
      89.3160      9.91836
      91.0919      7.01543
      92.8332      4.09851
      94.5493      1.17049
      96.2493     -1.76586
      97.9421     -4.70795
      99.6366     -7.65312
      101.342     -10.5989
      103.067     -13.5425
      104.823     -16.4814
      106.782     -21.0361
      108.648     -23.9570
      110.584     -26.8632
      112.606     -29.7506
      114.730     -32.6147
      116.976     -35.4503
      119.367     -38.2509
      121.930     -41.0093
      124.697     -43.7164
      127.702     -46.3614
      130.989     -48.9312
      134.606     -51.4093
      138.608     -53.7761
      143.052     -56.0073
      147.999     -58.0734
      153.503     -59.9396
      159.599     -61.5657
      166.290     -62.9079
      173.527     -63.9218
      181.195     -64.5678
      189.113     -64.8172
      197.057     -64.6583
      204.798     -64.0987
      212.143     -63.1635
      218.962     -61.8906
      225.193     -60.3238
      230.826     -58.5074
      235.893     -56.4826
      240.444     -54.2854
      244.538     -51.9466
      248.236     -49.4913
      251.592     -46.9404
      254.657     -44.3109
      257.473     -41.6166
      260.078     -38.8688
      262.309     -36.3117
      264.597     -33.4861
      266.756     -30.6301
      268.807     -27.7493
      270.767     -24.8484
      272.653     -21.9316
      274.479     -19.0026
      276.256     -16.0647
      277.997     -13.1208
      279.711     -10.1738
      281.409     -7.22644
      283.100     -4.28116
      284.792     -1.34058
      286.495      1.59270
      288.217      4.51602
      289.968      7.42655
      291.757      10.3213
      293.594      13.1971
      295.489      16.0503
      297.454      18.8769
      299.502      21.6726
      301.645      24.4323
      303.898      27.1502
      306.279      29.8198
      308.804      32.4335
      311.495      34.9826
      314.371      37.4568
      317.456      39.8444
      320.774      42.1318
      324.350      44.3033
      328.208      46.3411
      332.366      48.2251
      336.841      49.9331
      341.638      51.4415
      346.748      52.7255
      352.146      53.7610
      357.789      54.5261
      3.61122      55.0029
      9.53160      55.1793
      15.4593      55.0509
      21.3026      54.6209
      26.9784      53.9002
      32.4192      52.9059
      37.5769      51.6595
      46.6117      48.6429
      50.8435      46.7981
      54.7698      44.7946
      58.4099      42.6528
      61.7867      40.3911
      64.9244      38.0258
      67.8476      35.5708
      70.5794      33.0383
      73.1416      30.4390
      75.5545      27.7817
      77.8364      25.0745
      80.0041      22.3241
      82.0727      19.5364
      84.0561      16.7166
      85.9668      13.8693
      87.8164      10.9985
      89.6157      8.10792
      91.3747      5.20081
      93.1030      2.28024
      94.8096    -0.650940
      96.5035     -3.59006
      98.1937     -6.53445
      99.8889     -9.48161
      101.599     -12.4289
      103.332     -15.3737
      105.100     -18.3133
      109.674     -21.5207
      111.604     -24.4133
      113.615     -27.2856
      115.723     -30.1329
      117.946     -32.9501
      120.305     -35.7310
      122.823     -38.4684
      125.527     -41.1537
      128.450     -43.7766
      131.626     -46.3249
      135.096     -48.7836
      138.904     -51.1348
      143.098     -53.3568
      147.725     -55.4239
      152.829     -57.3059
      158.439     -58.9685
      164.562     -60.3742
      171.168     -61.4844
      178.181     -62.2633
      185.474     -62.6822
      192.880     -62.7245
      200.214     -62.3885
      207.302     -61.6875
      214.008     -60.6482
      220.242     -59.3050
      225.967     -57.6962
      231.182     -55.8599
      235.911     -53.8313
      240.198     -51.6414
      244.088     -49.3170
      247.629     -46.8805
      250.867     -44.3508
      253.842     -41.7433
      256.592     -39.0709
      259.149     -36.3443
      261.478     -33.6486
      263.733     -30.8399
      265.868     -27.9995
      267.902     -25.1330
      269.851     -22.2451
      271.729     -19.3398
      273.551     -16.4208
      275.327     -13.4914
      277.068     -10.5547
      278.785     -7.61337
      280.486     -4.67022
      282.182     -1.72779
      283.881      1.21132
      285.592      4.14449
      287.324      7.06905
      289.087      9.98215
      290.890      12.8808
      292.744      15.7617
      294.659      18.6212
      296.649      21.4553
      298.725      24.2594
      300.904      27.0285
      303.201      29.7565
      305.635      32.4366
      308.225      35.0609
      310.995      37.6200
      313.969      40.1031
      317.173      42.4975
      320.636      44.7883
      324.387      46.9585
      328.453      48.9881
      332.859      50.8548
      337.620      52.5337
      342.743      53.9981
      348.214      55.2206
      353.997      56.1745
    0.0323138      56.8364
      6.23600      57.1886
      12.5055      57.2210
      18.7310      56.9326
      24.8079      56.3317
      30.6475      55.4347
      36.1844      54.2642
      41.3786      52.8462
      46.0959      51.2519
      50.5809      49.4254
      54.7220      47.4306
      58.5416      45.2904
      62.0672      43.0253
      65.3275      40.6529
      68.3509      38.1887
      71.1646      35.6458
      73.7936      33.0354
      76.2609      30.3672
      78.5873      27.6494
      80.7914      24.8891
      82.8899      22.0923
      84.8978      19.2646
      86.8289      16.4104
      88.6955      13.5341
      90.5089      10.6392
      92.2799      7.72906
      94.0182      4.80685
      95.7332      1.87539
      97.4342     -1.06261
      99.1300     -4.00451
      100.830     -6.94774
      102.542     -9.88969
      104.277     -12.8277
      106.044     -15.7590
      108.090     -20.3982
      109.976     -23.3061
      111.934     -26.1969
      113.981     -29.0664
      116.131     -31.9098
      118.406     -34.7216
      120.828     -37.4952
      123.422     -40.2229
      126.218     -42.8956
      129.252     -45.5020
      132.561     -48.0287
      136.191     -50.4594
      140.190     -52.7742
      144.610     -54.9494
      149.502     -56.9564
      154.907     -58.7620
      160.850     -60.3289
      167.325     -61.6170
      174.281     -62.5863
      181.611     -63.2021
      189.155     -63.4395
      196.722     -63.2883
      204.115     -62.7551
      211.165     -61.8616
      217.754     -60.6412
      223.817     -59.1328
      229.341     -57.3769
      234.343     -55.4117
      238.864     -53.2714
      242.953     -50.9854
      246.660     -48.5787
      250.037     -46.0718
      253.128     -43.4819
      255.974     -40.8230
      258.611     -38.1066
      260.967     -35.4611
      263.278     -32.6588
      265.460     -29.8232
      267.532     -26.9601
      269.512     -24.0746
      271.416     -21.1708
      273.257     -18.2527
      275.048     -15.3236
      276.800     -12.3867
      278.524     -9.44470
      280.228     -6.50049
      281.924     -3.55656
      283.619    -0.615631
      285.323      2.31982
      287.044      5.24710
      288.792      8.16344
      290.577      11.0659
      292.407      13.9513
      294.295      16.8162
      296.251      19.6566
      298.288      22.4684
      300.420      25.2465
      302.662      27.9853
      305.032      30.6785
      307.547      33.3186
      310.229      35.8968
      313.101      38.4032
      316.187      40.8259
      319.514      43.1512
      323.109      45.3634
      326.999      47.4440
      331.207      49.3725
      335.754      51.1255
      340.647      52.6779
      345.882      54.0033
      351.434      55.0757
      357.257      55.8709
      3.28166      56.3690
      9.41737      56.5567
      15.5629      56.4286
      21.6157      55.9885
      27.4831      55.2481
      33.0910      54.2265
      38.3884      52.9469
      47.7840      49.7894
      52.0684      47.8990
      56.0290      45.8512
      59.6890      43.6674
      63.0747      41.3664
      66.2135      38.9647
      69.1320      36.4764
      71.8555      33.9136
      74.4071      31.2869
      76.8082      28.6051
      79.0779      25.8761
      81.2337      23.1065
      83.2912      20.3020
      85.2646      17.4676
      87.1667      14.6080
      89.0093      11.7270
      90.8033      8.82815
      92.5588      5.91470
      94.2855      2.98966
      95.9925    0.0558548
      97.6889     -2.88409
      99.3835     -5.82753
      101.085     -8.77190
      102.804     -11.7146
      104.549     -14.6530
      106.330     -17.5841
      110.953     -20.8315
      112.901     -23.7097
      114.931     -26.5651
      117.061     -29.3929
      119.307     -32.1877
      121.689     -34.9433
      124.231     -37.6520
      126.959     -40.3052
      129.901     -42.8924
      133.092     -45.4010
      136.568     -47.8161
      140.371     -50.1198
      144.540     -52.2909
      149.118     -54.3044
      154.138     -56.1315
      159.623     -57.7399
      165.572     -59.0949
      171.952     -60.1616
      178.690     -60.9079
      185.673     -61.3086
      192.754     -61.3490
      199.772     -61.0277
      206.576     -60.3564
      213.043     -59.3585
      219.092     -58.0647
      224.681     -56.5096
      229.804     -54.7283
      234.477     -52.7537
      238.735     -50.6154
      242.615     -48.3392
      246.160     -45.9473
      249.411     -43.4581
      252.406     -40.8872
      255.179     -38.2477
      257.759     -35.5505
      260.159     -32.8236
      262.435     -30.0372
      264.589     -27.2164
      266.641     -24.3669
      268.607     -21.4936
      270.500     -18.6006
      272.335     -15.6919
      274.121     -12.7708
      275.872     -9.84033
      277.595     -6.90349
      279.301     -3.96292
      281.000     -1.02126
      282.699      1.91886
      284.409      4.85485
      286.138      7.78406
      287.895      10.7037
      289.691      13.6108
      291.535      16.5021
      293.440      19.3742
      295.417      22.2231
      297.481      25.0445
      299.645      27.8332
      301.928      30.5834
      304.347      33.2886
      306.925      35.9409
      309.684      38.5311
      312.651      41.0484
      315.855      43.4803
      319.327      45.8116
      323.098      48.0251
      327.202      50.1004
      331.667      52.0142
      336.515      53.7404
      341.754      55.2505
      347.376      56.5149
      353.344      57.5044
      359.596      58.1933
      6.03673      58.5616
      12.5530      58.5978
      19.0207      58.3009
      25.3218      57.6801
      31.3581      56.7536
      37.0588      55.5464
      42.3827      54.0871
      47.2853      52.4165
      51.8340      50.5422
      56.0162      48.5008
      59.8593      46.3162
      63.3951      44.0095
      66.6560      41.5987
      69.6733      39.0993
      72.4764      36.5243
      75.0923      33.8851
      77.5450      31.1910
      79.8564      28.4501
      82.0458      25.6695
      84.1304      22.8550
      86.1256      20.0118
      88.0455      17.1445
      89.9024      14.2572
      91.7081      11.3533
      93.4731      8.43619
      95.2074      5.50888
      96.9204      2.57416
      98.6214    -0.365257
      100.319     -3.30679
      102.023     -6.24782
      103.742     -9.18575
      105.485     -12.1179
      107.263     -15.0414
      109.373     -19.7303
      111.277     -22.6250
      113.255     -25.5001
      115.323     -28.3515
      117.498     -31.1740
      119.798     -33.9619
      122.246     -36.7085
      124.866     -39.4058
      127.687     -42.0444
      130.741     -44.6127
      134.065     -47.0973
      137.699     -49.4818
      141.688     -51.7465
      146.076     -53.8680
      150.905     -55.8190
      156.207     -57.5679
      162.000     -59.0800
      168.270     -60.3183
      174.964     -61.2473
      181.985     -61.8359
      189.193     -62.0625
      196.421     -61.9182
      203.497     -61.4087
      210.274     -60.5531
      216.644     -59.3806
      222.546     -57.9262
      227.957     -56.2269
      232.889     -54.3180
      237.371     -52.2319
      241.445     -49.9970
      245.155     -47.6374
      248.544     -45.1736
      251.655     -42.6225
      254.525     -39.9986
      257.187     -37.3135
      259.634     -34.6194
      261.967     -31.8407
      264.170     -29.0258
      266.261     -26.1808
      268.260     -23.3109
      270.180     -20.4205
      272.035     -17.5136
      273.839     -14.5936
      275.601     -11.6638
      277.333     -8.72704
      279.044     -5.78619
      280.743     -2.84390
      282.441    0.0972748
      284.144      3.03471
      285.864      5.96582
      287.608      8.88782
      289.387      11.7978
      291.210      14.6928
      293.088      17.5692
      295.033      20.4234
      297.058      23.2511
      299.177      26.0476
      301.406      28.8074
      303.762      31.5243
      306.265      34.1908
      308.937      36.7984
      311.801      39.3373
      314.885      41.7956
      318.218      44.1597
      321.829      46.4133
      325.748      48.5380
      330.006      50.5122
      334.624      52.3117
      339.617      53.9099
      344.982      55.2786
      350.698      56.3893
      356.715      57.2155
      2.95842      57.7352
      9.32783      57.9333
      15.7095      57.8039
      21.9881      57.3508
      28.0600      56.5874
      33.8440      55.5344
      39.2859      54.2176
      48.9901      50.9320
      53.3267      48.9948
      57.3199      46.9020
      60.9975      44.6755
      64.3897      42.3347
      67.5268      39.8963
      70.4382      37.3744
      73.1508      34.7812
      75.6896      32.1272
      78.0768      29.4210
      80.3326      26.6702
      82.4750      23.8814
      84.5199      21.0603
      86.4820      18.2116
      88.3743      15.3398
      90.2087      12.4488
      91.9963      9.54183
      93.7473      6.62227
      95.4715      3.69296
      97.1780     0.756706
      98.8759     -2.18387
      100.574     -5.12611
      102.282     -8.06750
      104.008     -11.0054
      105.763     -13.9370
      107.556     -16.8595
      112.206     -20.1131
      114.170     -22.9767
      116.218     -25.8151
      118.366     -28.6233
      120.632     -31.3959
      123.034     -34.1262
      125.596     -36.8066
      128.341     -39.4281
      131.298     -41.9801
      134.498     -44.4500
      137.974     -46.8228
      141.763     -49.0807
      145.902     -51.2030
      150.425     -53.1656
      155.360     -54.9410
      160.720     -56.4988
      166.501     -57.8071
      172.669     -58.8340
      179.153     -59.5507
      185.853     -59.9349
      192.639     -59.9737
      199.370     -59.6656
      205.912     -59.0213
      212.157     -58.0611
      218.029     -56.8127
      223.484     -55.3076
      228.513     -53.5780
      233.125     -51.6546
      237.347     -49.5656
      241.211     -47.3359
      244.754     -44.9871
      248.012     -42.5375
      251.020     -40.0026
      253.810     -37.3955
      256.410     -34.7274
      258.846     -32.0075
      261.140     -29.2437
      263.313     -26.4429
      265.382     -23.6108
      267.363     -20.7524
      269.271     -17.8722
      271.117     -14.9740
      272.914     -12.0614
      274.672     -9.13754
      276.401     -6.20530
      278.111     -3.26755
      279.811    -0.326904
      281.510      2.61404
      283.218      5.55266
      284.942      8.48634
      286.693      11.4123
      288.480      14.3277
      290.314      17.2294
      292.207      20.1139
      294.170      22.9775
      296.218      25.8159
      298.367      28.6242
      300.632      31.3967
      303.035      34.1270
      305.596      36.8074
      308.342      39.4289
      311.299      41.9809
      314.499      44.4507
      317.975      46.8234
      321.765      49.0813
      325.904      51.2036
      330.427      53.1661
      335.361      54.9415
      340.722      56.4992
      346.503      57.8075
      352.670      58.8343
      359.155      59.5509
      5.85524      59.9350
      12.6409      59.9736
      19.3717      59.6655
      25.9143      59.0211
      32.1593      58.0608
      38.0303      56.8124
      43.4858      55.3072
      48.5142      53.5774
      53.1265      51.6540
      57.3479      49.5650
      61.2119      47.3353
      64.7548      44.9864
      68.0131      42.5368
      71.0212      40.0018
      73.8110      37.3948
      76.4110      34.7266
      78.8468      32.0067
      81.1411      29.2430
      83.3139      26.4421
      85.3829      23.6100
      87.3640      20.7516
      89.2712      17.8713
      91.1174      14.9732
      92.9141      12.0606
      94.6721      9.13665
      96.4014      6.20445
      98.1116      3.26667
      99.8118     0.326042
      101.511     -2.61489
      103.218     -5.55350
      104.942     -8.48718
      106.693     -11.4132
      108.480     -14.3286
      110.632     -19.0328
      112.551     -21.9141
      114.547     -24.7736
      116.634     -27.6067
      118.830     -30.4083
      121.152     -33.1724
      123.621     -35.8922
      126.263     -38.5593
      129.102     -41.1641
      132.171     -43.6952
      135.503     -46.1387
      139.135     -48.4783
      143.106     -50.6946
