# ID        RA           DEC
 9860       276.950      7.15189
 9861       278.637      10.1015
 9862       280.336      13.0532
 9863       282.057      16.0043
 9864       283.809      18.9522
 9865       285.604      21.8941
 9866       287.454      24.8267
 9867       289.372      27.7468
 9868       291.373      30.6503
 9869       293.476      33.5330
 9870       295.701      36.3897
 9871       298.071      39.2143
 9872       300.614      41.9996
 9873       303.363      44.7369
 9874       306.356      47.4155
 9875       309.640      50.0222
 9876       313.266      52.5407
 9877       317.296      54.9510
 9878       321.798      57.2281
 9879       326.841      59.3411
 9880       332.491      61.2530
 9881       338.798      62.9203
 9882       345.771      64.2948
 9883       352.196      65.1968
 9884      0.210339      65.9020
 9885       8.53258      66.1920
 9886       16.9029      66.0518
 9887       25.0513      65.4887
 9888       32.7515      64.5310
 9889       39.8552      63.2213
 9890       46.2965      61.6088
 9891       52.0759      59.7423
 9892       57.2359      57.6664
 9893       61.8403      55.4197
 9894       65.9594      53.0340
 9895       69.6618      50.5354
 9896       73.0095      47.9449
 9897       76.0573      45.2797
 9898       78.8519      42.5533
 9899       81.4334      39.7768
 9900       83.8357      36.9595
 9901       86.0875      34.1087
 9902       88.2132      31.2308
 9903       90.2338      28.3310
 9904       92.1673      25.4140
 9905       94.0295      22.4836
 9906       95.8344      19.5433
 9907       97.5942      16.5964
 9908       99.3204      13.6457
 9909       101.023      10.6939
 9910       102.712      7.74367
 9911       104.397      4.79756
 9912       106.086      1.85810
 9913       107.788     -1.07207
 9914       109.512     -3.99028
 9915       111.268     -6.89372
 9916       113.063     -9.77922
 9917       114.909     -12.6436
 9918       119.330     -15.3746
 9919       121.349     -18.1502
 9920       123.458     -20.8871
 9921       125.671     -23.5794
 9922       128.001     -26.2209
 9923       130.464     -28.8043
 9924       133.075     -31.3212
 9925       135.854     -33.7620
 9926       138.818     -36.1160
 9927       141.987     -38.3705
 9928       145.378     -40.5117
 9929       149.011     -42.5237
 9930       152.899     -44.3890
 9931       157.054     -46.0885
 9932       161.478     -47.6019
 9933       166.166     -48.9085
 9934       171.098     -49.9877
 9935       176.243     -50.8205
 9936       181.555     -51.3909
 9937       186.974     -51.6870
 9938       192.432     -51.7023
 9939       197.859     -51.4366
 9940       203.185     -50.8957
 9941       208.351     -50.0908
 9942       213.308     -49.0376
 9943       218.023     -47.7548
 9944       221.406     -46.6483
 9945       225.656     -45.0124
 9946       229.638     -43.2038
 9947       233.360     -41.2418
 9948       236.836     -39.1446
 9949       240.081     -36.9286
 9950       243.116     -34.6084
 9951       245.958     -32.1971
 9952       248.627     -29.7061
 9953       251.141     -27.1453
 9954       253.516     -24.5236
 9955       255.768     -21.8485
 9956       257.913     -19.1268
 9957       259.963     -16.3643
 9958       261.931     -13.5662
 9959       263.828     -10.7372
 9960       265.665     -7.88126
 9961       267.452     -5.00216
 9962       269.199     -2.10322
 9963       270.914     0.812500
 9964       272.607      3.74213
 9965       274.286      6.68294
 9966       275.959      9.63238
 9967       277.636      12.5879
 9968       279.326      15.5470
 9969       281.038      18.5072
 9970       282.784      21.4657
 9971       284.573      24.4197
 9972       286.421      27.3663
 9973       288.339      30.3019
 9974       290.347      33.2229
 9975       292.461      36.1246
 9976       294.705      39.0020
 9977       297.106      41.8490
 9978       299.695      44.6579
 9979       302.510      47.4198
 9980       305.596      50.1232
 9981       309.009      52.7540
 9982       312.814      55.2943
 9983       317.088      57.7213
 9984       321.915      60.0064
 9985       327.388      62.1136
 9986       333.593      63.9986
 9987       340.588      65.6088
 9988       346.236      66.5835
 9989       354.545      67.5788
 9990       3.40305      68.1461
 9991       12.5152      68.2518
 9992       21.5288      67.8891
 9993       30.1144      67.0804
 9994       38.0368      65.8708
 9995       45.1791      64.3174
 9996       51.5262      62.4789
 9997       57.1283      60.4090
 9998       62.0679      58.1537
 9999       66.4364      55.7504
10000       70.3215      53.2291
10001       73.8016      50.6135
10002       76.9439      47.9223
10003       79.8051      45.1703
10004       82.4325      42.3693
10005       84.8653      39.5288
10006       87.1362      36.6564
10007       89.2728      33.7588
10008       91.2981      30.8410
10009       93.2319      27.9078
10010       95.0911      24.9630
10011       96.8906      22.0101
10012       98.6433      19.0522
10013       100.361      16.0921
10014       102.054      13.1326
10015       103.733      10.1762
10016       105.406      7.22547
10017       107.083      4.28288
10018       108.773      1.35099
10019       110.483     -1.56748
10020       112.223     -4.46973
10021       114.002     -7.35274
10022       115.830     -10.2132
10023       117.780     -14.3906
10024       119.757     -17.1905
10025       121.817     -19.9552
10026       123.974     -22.6794
10027       126.241     -25.3572
10028       128.633     -27.9818
10029       131.167     -30.5455
10030       133.861     -33.0394
10031       136.732     -35.4532
10032       139.801     -37.7753
10033       143.087     -39.9924
10034       146.611     -42.0894
10035       150.389     -44.0493
10036       154.437     -45.8537
10037       158.762     -47.4822
10038       163.365     -48.9136
10039       168.234     -50.1265
10040       173.345     -51.1001
10041       178.655     -51.8160
10042       184.112     -52.2594
10043       189.647     -52.4205
10044       195.187     -52.2957
10045       200.657     -51.8878
10046       205.990     -51.2058
10047       211.128     -50.2641
10048       216.030     -49.0805
10049       224.150     -46.4180
10050       228.290     -44.6700
10051       232.157     -42.7598
10052       235.764     -40.7066
10053       239.127     -38.5279
10054       242.267     -36.2393
10055       245.202     -33.8547
10056       247.952     -31.3864
10057       250.537     -28.8450
10058       252.975     -26.2397
10059       255.282     -23.5789
10060       257.474     -20.8695
10061       259.565     -18.1177
10062       261.568     -15.3290
10063       263.496     -12.5082
10064       265.359     -9.65956
10065       267.169     -6.78703
10066       268.934     -3.89397
10067       270.664    -0.983604
10068       272.368      1.94113
10069       274.055      4.87750
10070       275.733      7.82286
10071       277.412      10.7747
10072       279.100      13.7304
10073       280.807      16.6875
10074       282.543      19.6433
10075       284.319      22.5951
10076       286.147      25.5399
10077       288.041      28.4743
10078       290.016      31.3948
10079       292.090      34.2971
10080       294.283      37.1763
10081       296.620      40.0266
10082       299.129      42.8410
10083       301.845      45.6113
10084       304.807      48.3269
10085       308.065      50.9752
10086       311.675      53.5400
10087       315.707      56.0010
10088       320.235      58.3331
10089       325.343      60.5044
10090       331.112      62.4758
10091       337.609      64.2006
10092       344.857      65.6256
10093       350.985      66.4906
10094       359.390      67.2481
10095       8.16896      67.5692
10096       17.0154      67.4352
10097       25.6081      66.8539
10098       33.6818      65.8581
10099       41.0701      64.4964
10100       47.7093      62.8244
10101       53.6130      60.8960
10102       58.8409      58.7595
10103       63.4729      56.4554
10104       67.5925      54.0167
10105       71.2777      51.4700
10106       74.5979      48.8363
10107       77.6124      46.1324
10108       80.3714      43.3716
10109       82.9168      40.5649
10110       85.2841      37.7208
10111       87.5026      34.8466
10112       89.5975      31.9484
10113       91.5898      29.0310
10114       93.4979      26.0989
10115       95.3375      23.1558
10116       97.1225      20.2051
10117       98.8653      17.2499
10118       100.577      14.2928
10119       102.268      11.3366
10120       103.948      8.38387
10121       105.626      5.43710
10122       107.310      2.49882
10123       109.011    -0.428345
10124       110.735     -3.34166
10125       112.493     -6.23825
10126       114.293     -9.11495
10127       116.145     -11.9684
10128       120.459     -14.5212
10129       122.482     -17.2825
10130       124.596     -20.0029
10131       126.812     -22.6765
10132       129.145     -25.2970
10133       131.610     -27.8570
10134       134.221     -30.3481
10135       136.995     -32.7607
10136       139.951     -35.0840
10137       143.104     -37.3057
10138       146.472     -39.4119
10139       150.071     -41.3873
10140       153.912     -43.2150
10141       158.005     -44.8766
10142       162.349     -46.3528
10143       166.938     -47.6241
10144       171.752     -48.6714
10145       176.760     -49.4769
10146       181.920     -50.0262
10147       187.176     -50.3083
10148       192.466     -50.3176
10149       197.726     -50.0538
10150       202.894     -49.5224
10151       207.914     -48.7338
10152       212.743     -47.7024
10153       217.347     -46.4457
10154       220.274     -45.4951
10155       224.468     -43.9059
10156       228.410     -42.1429
10157       232.105     -40.2249
10158       235.565     -38.1695
10159       238.803     -35.9926
10160       241.836     -33.7087
10161       244.681     -31.3307
10162       247.356     -28.8700
10163       249.878     -26.3368
10164       252.262     -23.7397
10165       254.524     -21.0867
10166       256.677     -18.3844
10167       258.735     -15.6390
10168       260.710     -12.8557
10169       262.612     -10.0392
10170       264.453     -7.19375
10171       266.243     -4.32307
10172       267.989     -1.43064
10173       269.703      1.48046
10174       271.391      4.40731
10175       273.063      7.34717
10176       274.728      10.2975
10177       276.393      13.2557
10178       278.069      16.2193
10179       279.765      19.1859
10180       281.491      22.1529
10181       283.258      25.1174
10182       285.079      28.0767
10183       286.970      31.0275
10184       288.945      33.9660
10185       291.024      36.8882
10186       293.231      39.7892
10187       295.592      42.6630
10188       298.139      45.5027
10189       300.913      48.2993
10190       303.960      51.0421
10191       307.341      53.7172
10192       311.125      56.3070
10193       315.399      58.7888
10194       320.261      61.1334
10195       325.820      63.3035
10196       332.184      65.2519
10197       339.436      66.9214
10198       344.546      67.8122
10199       353.238      68.8830
10200       2.59421      69.5057
10201       12.2745      69.6388
10202       21.8532      69.2730
10203       30.9325      68.4337
10204       39.2372      67.1735
10205       46.6446      65.5578
10206       53.1555      63.6526
10207       58.8445      61.5167
10208       63.8171      59.1990
10209       68.1834      56.7383
10210       72.0448      54.1651
10211       75.4888      51.5032
10212       78.5888      48.7709
10213       81.4054      45.9825
10214       83.9884      43.1496
10215       86.3785      40.2810
10216       88.6093      37.3842
10217       90.7088      34.4653
10218       92.7003      31.5292
10219       94.6037      28.5802
10220       96.4359      25.6222
10221       98.2115      22.6583
10222       99.9435      19.6916
10223       101.643      16.7247
10224       103.322      13.7604
10225       104.989      10.8011
10226       106.653      7.84925
10227       108.323      4.90742
10228       110.008      1.97817
10229       111.717    -0.935806
10230       113.457     -3.83164
10231       115.238     -6.70625
10232       117.070     -9.55628
10233       118.916     -13.5525
10234       120.897     -16.3390
10235       122.962     -19.0882
10236       125.123     -21.7947
10237       127.394     -24.4525
10238       129.790     -27.0548
10239       132.326     -29.5936
10240       135.018     -32.0602
10241       137.884     -34.4442
10242       140.943     -36.7342
10243       144.211     -38.9168
10244       147.707     -40.9774
10245       151.446     -42.8996
10246       155.440     -44.6653
10247       159.694     -46.2554
10248       164.206     -47.6496
10249       168.964     -48.8279
10250       173.943     -49.7711
10251       179.104     -50.4622
10252       184.397     -50.8877
10253       189.760     -51.0388
10254       195.126     -50.9124
10255       200.428     -50.5111
10256       205.603     -49.8432
10257       210.600     -48.9219
10258       215.379     -47.7638
10259       222.982     -45.2884
10260       227.074     -43.5868
10261       230.908     -41.7216
10262       234.494     -39.7113
10263       237.847     -37.5730
10264       240.983     -35.3220
10265       243.919     -32.9721
10266       246.675     -30.5355
10267       249.268     -28.0229
10268       251.715     -25.4436
10269       254.032     -22.8059
10270       256.233     -20.1170
10271       258.333     -17.3833
10272       260.344     -14.6104
10273       262.279     -11.8030
10274       264.147     -8.96578
10275       265.959     -6.10250
10276       267.726     -3.21676
10277       269.455    -0.311806
10278       271.157      2.60940
10279       272.839      5.54405
10280       274.510      8.48952
10281       276.179      11.4432
10282       277.855      14.4027
10283       279.547      17.3655
10284       281.266      20.3289
10285       283.022      23.2903
10286       284.827      26.2469
10287       286.695      29.1954
10288       288.641      32.1324
10289       290.682      35.0539
10290       292.841      37.9552
10291       295.141      40.8309
10292       297.612      43.6743
10293       300.288      46.4773
10294       303.213      49.2301
10295       306.439      51.9200
10296       310.026      54.5315
10297       314.050      57.0443
10298       318.598      59.4328
10299       323.767      61.6644
10300       329.656      63.6980
10301       336.353      65.4832
10302       343.901      66.9615
10303       349.579      67.7683
10304       358.410      68.5872
10305       7.70011      68.9464
10306       17.0861      68.8223
10307       26.1816      68.2233
10308       34.6717      67.1870
10309       42.3695      65.7699
10310       49.2159      64.0347
10311       55.2430      62.0412
10312       60.5323      59.8415
10313       65.1830      57.4782
10314       69.2936      54.9854
10315       72.9529      52.3899
10316       76.2377      49.7126
10317       79.2120      46.9700
10318       81.9294      44.1751
10319       84.4338      41.3383
10320       86.7617      38.4678
10321       88.9435      35.5706
10322       91.0044      32.6524
10323       92.9660      29.7178
10324       94.8465      26.7710
10325       96.6616      23.8157
10326       98.4252      20.8549
10327       100.150      17.8916
10328       101.846      14.9286
10329       103.524      11.9683
10330       105.194      9.01338
10331       106.864      6.06627
10332       108.543      3.12950
10333       110.241     0.205727
10334       111.965     -2.70232
10335       113.724     -5.59172
10336       115.527     -8.45921
10337       117.385     -11.3014
10338       121.575     -13.6505
10339       123.600     -16.3976
10340       125.715     -19.1017
10341       127.934     -21.7569
10342       130.268     -24.3567
10343       132.732     -26.8937
10344       135.341     -29.3594
10345       138.109     -31.7444
10346       141.054     -34.0378
10347       144.190     -36.2275
10348       147.533     -38.2999
10349       151.096     -40.2399
10350       154.890     -42.0313
10351       158.921     -43.6564
10352       163.187     -45.0970
10353       167.681     -46.3345
10354       172.382     -47.3511
10355       177.262     -48.1305
10356       182.278     -48.6593
10357       187.382     -48.9276
10358       192.515     -48.9302
10359       197.620     -48.6673
10360       202.638     -48.1437
10361       207.521     -47.3692
10362       212.227     -46.3572
10363       216.724     -45.1240
10364       219.151     -44.3413
10365       223.290     -42.7985
10366       227.193     -41.0812
10367       230.861     -39.2072
10368       234.303     -37.1936
10369       237.532     -35.0560
10370       240.563     -32.8086
10371       243.410     -30.4642
10372       246.090     -28.0342
10373       248.619     -25.5288
10374       251.011     -22.9568
10375       253.281     -20.3262
10376       255.442     -17.6438
10377       257.507     -14.9157
10378       259.488     -12.1475
10379       261.395     -9.34389
10380       263.239     -6.50919
10381       265.029     -3.64724
10382       266.775    -0.761620
10383       268.486      2.14457
10384       270.169      5.06834
10385       271.834      8.00695
10386       273.489      10.9578
10387       275.142      13.9184
10388       276.803      16.8863
10389       278.480      19.8590
10390       280.185      22.8340
10391       281.928      25.8087
10392       283.722      28.7803
10393       285.581      31.7457
10394       287.521      34.7015
10395       289.563      37.6437
10396       291.728      40.5678
10397       294.044      43.4682
10398       296.544      46.3381
10399       299.270      49.1694
10400       302.271      51.9515
10401       305.610      54.6711
10402       309.364      57.3110
10403       313.628      59.8487
10404       318.514      62.2546
10405       324.153      64.4902
10406       330.680      66.5054
10407       338.209      68.2380
10408       342.604      69.0137
10409       351.699      70.1716
10410       1.60764      70.8603
10411       11.9356      71.0284
10412       22.1642      70.6621
10413       31.8055      69.7908
10414       40.5345      68.4759
10415       48.2244      66.7933
10416       54.8999      64.8174
10417       60.6675      62.6123
10418       65.6612      60.2299
10419       70.0130      57.7104
10420       73.8390      55.0847
10421       77.2367      52.3762
10422       80.2857      49.6028
10423       83.0504      46.7784
10424       85.5828      43.9138
10425       87.9251      41.0177
10426       90.1115      38.0969
10427       92.1704      35.1571
10428       94.1252      32.2032
10429       95.9957      29.2390
10430       97.7986      26.2681
10431       99.5486      23.2937
10432       101.258      20.3186
10433       102.939      17.3454
10434       104.602      14.3766
10435       106.256      11.4147
10436       107.910      8.46218
10437       109.572      5.52151
10438       111.252      2.59526
10439       112.958    -0.313828
10440       114.698     -3.20282
10441       116.481     -6.06863
10442       118.316     -8.90778
10443       120.037     -12.6968
10444       122.020     -15.4701
10445       124.088     -18.2039
10446       126.253     -20.8929
10447       128.527     -23.5310
10448       130.924     -26.1113
10449       133.459     -28.6258
10450       136.148     -31.0656
10451       139.007     -33.4205
10452       142.053     -35.6791
10453       145.301     -37.8283
10454       148.768     -39.8537
10455       152.466     -41.7393
10456       156.406     -43.4679
10457       160.589     -45.0210
10458       165.014     -46.3795
10459       169.666     -47.5248
10460       174.520     -48.4388
10461       179.541     -49.1060
10462       184.681     -49.5141
10463       189.883     -49.6550
10464       195.087     -49.5261
10465       200.231     -49.1299
10466       205.258     -48.4741
10467       210.121     -47.5708
10468       214.783     -46.4355
10469       221.825     -44.1583
10470       225.870     -42.5029
10471       229.671     -40.6826
10472       233.235     -38.7153
10473       236.576     -36.6174
10474       239.707     -34.4042
10475       242.644     -32.0892
10476       245.404     -29.6846
10477       248.003     -27.2011
10478       250.458     -24.6481
10479       252.784     -22.0339
10480       254.993     -19.3660
10481       257.101     -16.6507
10482       259.120     -13.8938
10483       261.060     -11.1003
10484       262.932     -8.27465
10485       264.747     -5.42099
10486       266.515     -2.54285
10487       268.243     0.356384
10488       269.941      3.27375
10489       271.617      6.20641
10490       273.280      9.15167
10491       274.939      12.1070
10492       276.601      15.0699
10493       278.278      18.0380
10494       279.977      21.0087
10495       281.711      23.9794
10496       283.491      26.9473
10497       285.331      29.9096
10498       287.245      32.8627
10499       289.252      35.8030
10500       291.373      38.7261
10501       293.632      41.6267
10502       296.059      44.4987
10503       298.691      47.3343
10504       301.572      50.1240
10505       304.757      52.8558
10506       308.313      55.5144
10507       312.321      58.0798
10508       316.879      60.5263
10509       322.101      62.8204
10510       328.109      64.9191
10511       335.017      66.7681
10512       347.946      69.0265
10513       357.240      69.9175
10514       7.10439      70.3232
10515       17.1070      70.2137
10516       26.7764      69.5974
10517       35.7336      68.5180
10518       43.7682      67.0412
10519       50.8304      65.2386
10520       56.9779      63.1765
10521       62.3196      60.9110
10522       66.9779      58.4868
10523       71.0684      55.9388
10524       74.6916      53.2939
10525       77.9319      50.5729
10526       80.8585      47.7917
10527       83.5278      44.9628
10528       85.9858      42.0962
10529       88.2699      39.1998
10530       90.4111      36.2800
10531       92.4351      33.3422
10532       94.3632      30.3909
10533       96.2138      27.4299
10534       98.0025      24.4626
10535       99.7430      21.4922
10536       101.448      18.5213
10537       103.127      15.5527
10538       104.791      12.5887
10539       106.450      9.63199
10540       108.112      6.68491
10541       109.785      3.75002
10542       111.479     0.829987
10543       113.202     -2.07241
10544       114.962     -4.95421
10545       116.769     -7.81207
10546       118.631     -10.6425
10547       122.676     -12.7626
10548       124.702     -15.4957
10549       126.818     -18.1837
10550       129.037     -20.8208
10551       131.370     -23.4003
10552       133.832     -25.9148
10553       136.436     -28.3557
10554       139.197     -30.7137
10555       142.128     -32.9779
10556       145.246     -35.1365
10557       148.562     -37.1760
10558       152.089     -39.0818
10559       155.835     -40.8382
10560       159.805     -42.4282
10561       163.996     -43.8345
10562       168.397     -45.0396
10563       172.991     -46.0268
10564       177.749     -46.7810
10565       182.631     -47.2898
10566       187.591     -47.5443
10567       192.578     -47.5399
10568       197.537     -47.2766
10569       202.415     -46.7593
10570       207.168     -45.9970
10571       211.756     -45.0021
10572       216.151     -43.7899
10573       218.035     -43.1862
10574       222.121     -41.6899
10575       225.983     -40.0182
10576       229.624     -38.1884
10577       233.049     -36.2167
10578       236.269     -34.1185
10579       239.295     -31.9079
10580       242.144     -29.5974
10581       244.827     -27.1985
10582       247.362     -24.7213
10583       249.761     -22.1747
10584       252.038     -19.5669
10585       254.206     -16.9047
10586       256.277     -14.1944
10587       258.263     -11.4416
10588       260.174     -8.65122
10589       262.021     -5.82764
10590       263.812     -2.97480
10591       265.556   -0.0962830
10592       267.263      2.80466
10593       268.941      5.72507
10594       270.598      8.66209
10595       272.242      11.6132
10596       273.881      14.5758
10597       275.526      17.5475
10598       277.184      20.5260
10599       278.865      23.5087
10600       280.582      26.4931
10601       282.346      29.4766
10602       284.172      32.4562
10603       286.075      35.4288
10604       288.074      38.3905
10605       290.194      41.3372
10606       292.460      44.2636
10607       294.908      47.1635
10608       297.578      50.0290
10609       300.524      52.8502
10610       303.811      55.6144
10611       307.523      58.3049
10612       311.763      60.8995
10613       316.662      63.3687
10614       322.372      65.6726
10615       329.063      67.7586
10616       336.889      69.5585
10617       340.371      70.1821
10618       349.883      71.4406
10619      0.403575      72.2082
10620       11.4757      72.4203
10621       22.4598      72.0570
10622       32.7469      71.1517
10623       41.9487      69.7775
10624       49.9385      68.0228
10625       56.7763      65.9715
10626       62.6105      63.6939
10627       67.6102      61.2447
10628       71.9323      58.6652
10629       75.7094      55.9863
10630       79.0492      53.2311
10631       82.0374      50.4168
10632       84.7421      47.5567
10633       87.2174      44.6611
10634       89.5064      41.7379
10635       91.6440      38.7937
10636       93.6586      35.8337
10637       95.5735      32.8624
10638       97.4085      29.8835
10639       99.1800      26.9004
10640       100.903      23.9159
10641       102.589      20.9328
10642       104.249      17.9536
10643       105.895      14.9808
10644       107.535      12.0168
10645       109.177      9.06404
10646       110.832      6.12495
10647       112.506      3.20212
10648       114.209     0.298347
10649       115.948     -2.58340
10650       117.732     -5.43996
10651       119.570     -8.26777
10652       121.145     -11.8238
10653       123.129     -14.5839
10654       125.199     -17.3026
10655       127.364     -19.9745
10656       129.639     -22.5932
10657       132.036     -25.1518
10658       134.569     -27.6424
10659       137.253     -30.0560
10660       140.103     -32.3825
10661       143.133     -34.6105
10662       146.360     -36.7271
10663       149.796     -38.7184
10664       153.453     -40.5687
10665       157.338     -42.2615
10666       161.453     -43.7791
10667       165.792     -45.1035
10668       170.342     -46.2170
10669       175.079     -47.1031
10670       179.968     -47.7472
10671       184.964     -48.1382
10672       190.015     -48.2688
10673       195.067     -48.1366
10674       200.063     -47.7440
10675       204.950     -47.0984
10676       209.686     -46.2109
10677       214.235     -45.0960
10678       220.677     -43.0272
10679       224.675     -41.4179
10680       228.442     -39.6425
10681       231.985     -37.7182
10682       235.313     -35.6611
10683       238.438     -33.4859
10684       241.374     -31.2061
10685       244.137     -28.8338
10686       246.742     -26.3797
10687       249.204     -23.8533
10688       251.537     -21.2631
10689       253.754     -18.6164
10690       255.869     -15.9199
10691       257.894     -13.1794
10692       259.839     -10.4000
10693       261.715     -7.58640
10694       263.532     -4.74261
10695       265.299     -1.87241
10696       267.025      1.02081
10697       268.719      3.93405
10698       270.388      6.86437
10699       272.043      9.80913
10700       273.689      12.7658
10701       275.338      15.7318
10702       276.997      18.7049
10703       278.676      21.6824
10704       280.387      24.6620
10705       282.140      27.6410
10706       283.949      30.6165
10707       285.829      33.5853
10708       287.798      36.5440
10709       289.876      39.4884
10710       292.090      42.4135
10711       294.469      45.3136
10712       297.050      48.1814
10713       299.880      51.0079
10714       303.015      53.7816
10715       306.529      56.4875
10716       310.509      59.1063
10717       315.066      61.6122
10718       320.333      63.9712
10719       326.456      66.1382
10720       333.585      68.0551
10721       346.047      70.2609
10722       355.840      71.2364
10723       6.35346      71.6990
10724       17.0673      71.6098
10725       27.3980      70.9765
10726       36.8832      69.8507
10727       45.2849      68.3095
10728       52.5702      66.4348
10729       58.8318      64.3002
10730       64.2136      61.9662
10731       68.8657      59.4793
10732       72.9227      56.8753
10733       76.4980      54.1807
10734       79.6839      51.4158
10735       82.5543      48.5963
10736       85.1686      45.7339
10737       87.5744      42.8380
10738       89.8099      39.9161
10739       91.9066      36.9742
10740       93.8902      34.0174
10741       95.7821      31.0497
10742       97.6004      28.0750
10743       99.3608      25.0963
10744       101.077      22.1167
10745       102.760      19.1387
10746       104.421      16.1648
10747       106.071      13.1976
10748       107.717      10.2394
10749       109.370      7.29278
10750       111.037      4.36018
10751       112.726      1.44430
10752       114.447     -1.45203
10753       116.208     -4.32580
10754       118.017     -7.17364
10755       119.884     -9.99191
10756       123.765     -11.8578
10757       125.789     -14.5771
10758       127.904     -17.2494
10759       130.122     -19.8686
10760       132.453     -22.4282
10761       134.911     -24.9206
10762       137.509     -27.3373
10763       140.259     -29.6689
10764       143.177     -31.9047
10765       146.274     -34.0330
10766       149.562     -36.0406
10767       153.052     -37.9133
10768       156.751     -39.6359
10769       160.660     -41.1921
10770       164.777     -42.5654
10771       169.090     -43.7393
10772       173.582     -44.6982
10773       178.224     -45.4281
10774       182.979     -45.9174
10775       187.805     -46.1582
10776       192.654     -46.1462
10777       197.475     -45.8817
10778       202.222     -45.3691
10779       206.850     -44.6170
10780       211.326     -43.6371
10781       215.622     -42.4436
10782       216.924     -42.0293
10783       220.957     -40.5795
10784       224.781     -38.9536
10785       228.394     -37.1680
10786       231.801     -35.2385
10787       235.010     -33.1801
10788       238.032     -31.0065
10789       240.880     -28.7303
10790       243.567     -26.3629
10791       246.106     -23.9142
10792       248.511     -21.3935
10793       250.794     -18.8088
10794       252.969     -16.1672
10795       255.046     -13.4751
10796       257.036     -10.7381
10797       258.951     -7.96136
10798       260.799     -5.14922
10799       262.590     -2.30580
10800       264.332     0.565239
10801       266.035      3.46062
10802       267.706      6.37726
10803       269.353      9.31241
10804       270.985      12.2634
10805       272.610      15.2277
10806       274.237      18.2029
10807       275.874      21.1867
10808       277.532      24.1766
10809       279.220      27.1703
10810       280.952      30.1653
10811       282.742      33.1586
10812       284.604      36.1474
10813       286.558      39.1281
10814       288.627      42.0968
10815       290.838      45.0487
10816       293.226      47.9778
10817       295.833      50.8771
10818       298.714      53.7371
10819       301.938      56.5459
10820       305.593      59.2873
10821       309.795      61.9399
10822       314.690      64.4741
10823       320.459      66.8494
10824       327.312      69.0104
10825       335.457      70.8827
10826       347.735      72.6846
10827       358.930      73.5467
10828       10.8637      73.8142
10829       22.7367      73.4581
10830       33.7742      72.5167
10831       43.5053      71.0774
10832       51.8115      69.2444
10833       58.8046      67.1129
10834       64.6884      64.7592
10835       69.6748      62.2412
10836       73.9490      59.6007
10837       77.6615      56.8683
10838       80.9302      54.0665
10839       83.8469      51.2117
10840       86.4829      48.3165
10841       88.8940      45.3904
10842       91.1240      42.4408
10843       93.2079      39.4738
10844       95.1742      36.4943
10845       97.0461      33.5063
10846       98.8429      30.5133
10847       100.581      27.5184
10848       102.274      24.5244
10849       103.935      21.5339
10850       105.574      18.5493
10851       107.201      15.5729
10852       108.826      12.6073
10853       110.456      9.65461
10854       112.102      6.71753
10855       113.770      3.79856
10856       115.468     0.900558
10857       117.206     -1.97347
10858       118.990     -4.82027
10859       120.831     -7.63624
10860       122.240     -10.9336
10861       124.224     -13.6808
10862       126.293     -16.3847
10863       128.459     -19.0395
10864       130.733     -21.6392
10865       133.127     -24.1766
10866       135.656     -26.6438
10867       138.333     -29.0318
10868       141.171     -31.3306
10869       144.186     -33.5288
10870       147.389     -35.6139
10871       150.794     -37.5720
10872       154.408     -39.3883
10873       158.239     -41.0465
10874       162.286     -42.5299
10875       166.544     -43.8215
10876       170.996     -44.9046
10877       175.621     -45.7637
10878       180.384     -46.3855
10879       185.246     -46.7596
10880       190.156     -46.8796
10881       195.065     -46.7434
10882       199.922     -46.3533
10883       204.678     -45.7160
10884       209.292     -44.8423
10885       213.733     -43.7455
10886       219.536     -41.8945
10887       223.487     -40.3315
10888       227.222     -38.6011
10889       230.742     -36.7200
10890       234.056     -34.7037
10891       237.174     -32.5668
10892       240.109     -30.3226
10893       242.874     -27.9829
10894       245.483     -25.5586
10895       247.951     -23.0592
10896       250.290     -20.4932
10897       252.515     -17.8682
10898       254.636     -15.1909
10899       256.666     -12.4672
10900       258.615     -9.70229
10901       260.494     -6.90101
10902       262.312     -4.06750
10903       264.079     -1.20559
10904       265.802      1.68136
10905       267.490      4.59010
10906       269.153      7.51778
10907       270.797      10.4617
10908       272.431      13.4193
10909       274.064      16.3881
10910       275.704      19.3657
10911       277.362      22.3498
10912       279.047      25.3379
10913       280.771      28.3274
10914       282.547      31.3157
10915       284.390      34.2998
10916       286.318      37.2763
10917       288.351      40.2414
10918       290.514      43.1905
10919       292.839      46.1183
10920       295.362      49.0179
10921       298.132      51.8808
10922       301.208      54.6961
10923       304.667      57.4497
10924       308.606      60.1226
10925       313.148      62.6893
10926       318.446      65.1155
10927       324.679      67.3544
10928       332.037      69.3435
10929       343.834      71.4659
10930       354.162      72.5406
10931       5.40995      73.0727
10932       16.9524      73.0108
10933       28.0541      72.3613
10934       38.1406      71.1851
10935       46.9426      69.5737
10936       54.4556      67.6215
10937       60.8207      65.4105
10938       66.2263      63.0052
10939       70.8550      60.4541
10940       74.8630      57.7931
10941       78.3769      55.0486
10942       81.4971      52.2401
10943       84.3020      49.3826
10944       86.8538      46.4871
10945       89.2011      43.5626
10946       91.3830      40.6158
10947       93.4310      37.6524
10948       95.3707      34.6772
10949       97.2235      31.6938
10950       99.0071      28.7059
10951       100.737      25.7164
10952       102.426      22.7280
