# ID        RA           DEC
16368       181.627    -0.576271
16369       184.240     -1.11921
16370       186.887     -1.46061
16371       189.553     -1.59772
16372       192.221     -1.52940
16373       194.876     -1.25623
16374       197.503    -0.780411
16375       200.085    -0.105766
16376       200.706    0.0882645
16377       203.213      1.00270
16378       205.645      2.10232
16379       207.991      3.37913
16380       210.240      4.82423
16381       212.383      6.42805
16382       214.412      8.18043
16383       216.320      10.0709
16384       218.099      12.0886
16385       219.744      14.2227
16386       221.249      16.4621
16387       222.607      18.7959
16388       223.811      21.2128
16389       224.853      23.7016
16390       225.723      26.2508
16391       226.410      28.8489
16392       226.900      31.4835
16393       227.177      34.1418
16394       227.220      36.8100
16395       227.004      39.4731
16396       226.500      42.1142
16397       225.674      44.7143
16398       224.484      47.2515
16399       222.884      49.7003
16400       220.824      52.0309
16401       218.253      54.2085
16402       215.125      56.1929
16403       211.411      57.9387
16404       207.112      59.3971
16405       202.274      60.5187
16406       195.566      61.3861
16407       189.992      61.6006
16408       184.417      61.3848
16409       179.058      60.7491
16410       174.095      59.7224
16411       169.649      58.3468
16412       165.782      56.6708
16413       162.504      54.7438
16414       159.792      52.6122
16415       157.605      50.3177
16416       155.890      47.8966
16417       154.598      45.3797
16418       153.682      42.7937
16419       153.098      40.1613
16420       152.810      37.5022
16421       152.788      34.8338
16422       153.007      32.1715
16423       153.443      29.5295
16424       154.081      26.9208
16425       154.904      24.3577
16426       155.903      21.8521
16427       157.065      19.4155
16428       158.384      17.0591
16429       162.605      15.6249
16430       164.206      13.5463
16431       165.948      11.5896
16432       167.824      9.76680
16433       169.825      8.08952
16434       171.942      6.56887
16435       174.165      5.21541
16436       176.482      4.03896
16437       178.883      3.04836
16438       181.352      2.25140
16439       183.876      1.65447
16440       186.440      1.26253
16441       189.026      1.07883
16442       191.619      1.10498
16443       194.201      1.34071
16444       196.756      1.78406
16445       199.268      2.43130
16446       201.670      3.25683
16447       204.052      4.29039
16448       206.349      5.50791
16449       208.549      6.90028
16450       210.640      8.45748
16451       212.614      10.1688
16452       214.460      12.0231
16453       216.171      14.0086
16454       217.738      16.1133
16455       219.154      18.3250
16456       220.410      20.6314
16457       221.496      23.0196
16458       222.402      25.4768
16459       223.117      27.9894
16460       223.625      30.5437
16461       223.909      33.1248
16462       223.950      35.7169
16463       223.723      38.3030
16464       223.201      40.8639
16465       222.351      43.3786
16466       221.137      45.8227
16467       219.520      48.1689
16468       217.459      50.3855
16469       214.916      52.4367
16470       211.865      54.2823
16471       208.296      55.8789
16472       204.231      57.1815
16473       199.732      58.1474
16474       195.402      58.6985
16475       190.415      58.9346
16476       185.413      58.7651
16477       180.573      58.1974
16478       176.049      57.2548
16479       171.953      55.9727
16480       168.351      54.3938
16481       165.266      52.5630
16482       162.691      50.5239
16483       160.600      48.3169
16484       158.955      45.9781
16485       157.716      43.5394
16486       156.844      41.0286
16487       156.301      38.4700
16488       156.057      35.8850
16489       156.081      33.2926
16490       156.350      30.7104
16491       156.844      28.1539
16492       157.545      25.6381
16493       158.440      23.1769
16494       159.515      20.7838
16495       160.760      18.4718
16496       161.265      15.9374
16497       162.829      13.7992
16498       164.535      11.7769
16499       166.375      9.88200
16500       168.342      8.12598
16501       170.427      6.51987
16502       172.622      5.07432
16503       174.916      3.79930
16504       177.299      2.70402
16505       179.757      1.79672
16506       182.278      1.08447
16507       184.846     0.572945
16508       187.447     0.266357
16509       190.063     0.167252
16510       192.680     0.276451
16511       195.279     0.593048
16512       197.846      1.11441
16513       201.385      2.19131
16514       203.810      3.18626
16515       206.153      4.36552
16516       208.403      5.72039
16517       210.549      7.24126
16518       212.580      8.91786
16519       214.490      10.7393
16520       216.269      12.6944
16521       217.910      14.7717
16522       219.407      16.9593
16523       220.750      19.2455
16524       221.933      21.6181
16525       222.945      24.0649
16526       223.776      26.5734
16527       224.414      29.1306
16528       224.843      31.7230
16529       225.046      34.3361
16530       225.001      36.9544
16531       224.682      39.5610
16532       224.060      42.1370
16533       223.099      44.6610
16534       221.762      47.1085
16535       220.003      49.4514
16536       217.781      51.6572
16537       215.056      53.6889
16538       211.798      55.5048
16539       208.001      57.0599
16540       203.693      58.3078
16541       197.119      59.4395
16542       191.990      59.8026
16543       186.787      59.7537
16544       181.702      59.2952
16545       176.908      58.4469
16546       172.538      57.2427
